# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 14:40:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
#
pl_name,hostname,gaia_id,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim
HIP 79431 b,HIP 79431,Gaia DR2 6245870673116518784,1,111.70000000,0.70000000,-0.70000000,0,0.360000,,,0,667.41500,,,0
HIP 8541 b,HIP 8541,Gaia DR2 4912062772547406976,1,1560.20000000,53.90000000,-53.90000000,0,2.800000,0.250000,-0.250000,0,1748.06500,317.83000,-317.83000,0
HIP 90988 b,HIP 90988,Gaia DR2 6703673951620872192,1,453.90000000,2.00000000,-2.00000000,0,1.260000,0.020000,-0.020000,0,622.94368,34.96112,-34.96112,0
HIP 91258 b,HIP 91258,Gaia DR2 2159653734187847168,1,5.05050000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,346.43470,66.74430,-66.74430,0
HIP 97233 b,HIP 97233,Gaia DR2 4238527753544691712,1,1058.80000000,6.70000000,-6.70000000,0,2.550000,0.050000,-0.050000,0,6356.30000,127.10000,-127.10000,0
HN Peg b,HN Peg,Gaia DR2 1772187382746856320,1,,,,,773.000000,13.000000,-13.000000,0,6991.57000,2996.39000,-2996.39000,0
HR 2562 b,HR 2562,Gaia DR2 5480006192386819456,1,,,,,20.300000,0.300000,-0.300000,0,9534.90000,4767.45000,-4767.45000,0
HR 5183 b,HR 5183,Gaia DR2 3721126409323324416,1,27000.00000000,16000.00000000,-8000.00000000,0,18.000000,6.000000,-4.000000,0,1026.59090,47.67450,-44.49620,0
HR 810 b,HR 810,Gaia DR2 4745373133284418816,1,302.79999000,2.30000000,-2.30000000,0,0.920000,0.020000,-0.020000,0,721.47410,79.45750,-79.45750,0
HR 858 b,HR 858,Gaia DR2 5064574720469473792,1,3.58599000,0.00015000,-0.00015000,0,0.048000,0.001000,-0.001100,0,,,,
HR 858 c,HR 858,Gaia DR2 5064574720469473792,1,5.97293000,0.00060000,-0.00053000,0,0.067400,0.001400,-0.001600,0,,,,
HR 858 d,HR 858,Gaia DR2 5064574720469473792,1,11.23000000,0.00110000,-0.00100000,0,0.102700,0.002200,-0.002500,0,,,,
HR 8799 b,HR 8799,Gaia DR2 2832463659640297472,1,170000.00000000,,,0,68.000000,,,0,2000.00000,1000.00000,-600.00000,0
HR 8799 c,HR 8799,Gaia DR2 2832463659640297472,1,69000.00000000,,,0,38.000000,,,0,3000.00000,1000.00000,-1000.00000,0
HR 8799 d,HR 8799,Gaia DR2 2832463659640297472,1,37000.00000000,,,0,24.000000,,,0,3000.00000,1000.00000,-1000.00000,0
HR 8799 e,HR 8799,Gaia DR2 2832463659640297472,1,,,,,16.400000,2.100000,-1.100000,0,3178.30000,2224.81000,-1271.32000,0
HU Aqr AB b,HU Aqr,Gaia DR2 6911950900211768704,1,2390.00000000,4.00000000,-4.00000000,0,3.600000,0.800000,-0.800000,0,1875.19700,190.69800,-190.69800,0
HU Aqr AB c,HU Aqr,Gaia DR2 6911950900211768704,1,4368.00000000,515.00000000,-515.00000000,0,5.400000,0.900000,-0.900000,0,1430.23500,158.91500,-158.91500,0
HW Vir b,HW Vir,Gaia DR2 3675067076961979264,1,4640.00000000,70.00000000,-70.00000000,0,4.690000,0.060000,-0.060000,0,4602.90201,321.88126,-321.88126,0
IC 4651 9122 b,IC 4651 9122,Gaia DR2 5949553973093167104,1,734.00000000,8.10000000,-8.10000000,0,2.038000,0.039000,-0.039000,0,2002.32900,158.91500,-158.91500,0
K2-10 b,K2-10,Gaia DR2 3798690151434945280,1,19.30440000,0.00120000,-0.00120000,0,,,,,27.00000,17.00000,-16.00000,0
K2-100 b,K2-100,Gaia DR2 664337230586013312,1,1.67383300,0.00004900,-0.00005000,0,0.029600,0.000200,-0.000200,0,,,,
K2-101 b,K2-101,Gaia DR2 661004400386393984,1,14.67728600,0.00082800,-0.00080400,0,,,,,,,,
K2-102 b,K2-102,Gaia DR2 661310756111835392,1,9.91561500,0.00120900,-0.00119500,0,,,,,,,,
K2-104 b,K2-104,Gaia DR2 664292459846946560,1,1.97423800,0.00011000,-0.00011000,0,0.023000,0.001000,-0.001000,0,,,,
K2-105 b,K2-105,Gaia DR2 651907079835937280,1,8.26770400,0.00035000,-0.00031800,0,0.079600,0.000700,-0.000700,0,,,,
K2-107 b,K2-107,Gaia DR2 4081684580199958528,1,3.31395900,0.00002400,-0.00002400,0,0.047500,0.000600,-0.000600,0,,,,
K2-108 b,K2-108,Gaia DR2 655794055300531456,1,4.73399900,0.00022100,-0.00022700,0,0.058100,0.000900,-0.000900,0,,,,
K2-11 b,K2-11,Gaia DR2 3810535361999701376,1,39.93767000,0.23229000,-0.23229000,0,0.225700,0.014300,-0.014300,0,,,,
K2-110 b,K2-110,Gaia DR2 3613175223837135616,1,13.86387000,0.00032500,-0.00032900,0,0.102700,0.001100,-0.001100,0,,,,
K2-111 b,K2-111,Gaia DR2 53006669599267328,1,5.35180000,0.00040000,-0.00040000,0,0.057000,0.001200,-0.001200,0,5.29000,0.76000,-0.77000,0
K2-111 c,K2-111,Gaia DR2 53006669599267328,1,15.67850000,0.00640000,-0.00630000,0,0.116600,0.002500,-0.002500,0,11.30000,1.10000,-1.10000,0
K2-113 b,K2-113,Gaia DR2 2564787622577189760,1,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,,,,
K2-114 b,K2-114,Gaia DR2 602494855483616256,1,11.39101300,0.00022400,-0.00022500,0,0.095400,0.001100,-0.001100,0,,,,
K2-115 b,K2-115,Gaia DR2 650778499868023296,1,20.27261500,0.00035600,-0.00034300,0,0.143000,0.001200,-0.001200,0,,,,
K2-116 b,K2-116,Gaia DR2 2602406721431348096,1,4.65541100,0.00048600,-0.00047300,0,0.048000,0.002000,-0.002000,0,,,,
K2-117 b,K2-117,Gaia DR2 597829077890316928,1,1.29160000,0.00004900,-0.00005100,0,0.018900,0.000100,-0.000100,0,,,,
K2-117 c,K2-117,Gaia DR2 597829077890316928,1,5.44401700,0.00046200,-0.00045500,0,0.049200,0.000300,-0.000300,0,,,,
K2-118 b,K2-118,Gaia DR2 609814922864694400,1,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,,,,
K2-119 b,K2-119,Gaia DR2 658274970145911424,1,7.72728300,0.00126800,-0.00114900,0,0.069800,0.000600,-0.000600,0,,,,
K2-12 b,K2-12,Gaia DR2 3800129201701685504,1,8.28212000,0.00060000,-0.00060000,0,0.080200,0.002100,-0.002100,0,,,,
K2-120 b,K2-120,,1,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,,,,
K2-121 b,K2-121,Gaia DR2 662078902422542336,1,5.18576100,0.00002900,-0.00003000,0,0.052500,0.000300,-0.000300,0,,,,
K2-122 b,K2-122,Gaia DR2 663843343706623232,1,2.21928200,0.00012800,-0.00013000,0,0.028500,0.000200,-0.000200,0,,,,
K2-123 b,K2-123,Gaia DR2 685065155072248192,1,30.95152400,0.00362500,-0.00332000,0,0.164900,0.000800,-0.000800,0,,,,
K2-124 b,K2-124,Gaia DR2 686230534318440960,1,6.41365100,0.00003600,-0.00003100,0,0.049000,0.002000,-0.002000,0,,,,
K2-125 b,K2-125,Gaia DR2 3606324613561098368,1,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,,,,
K2-126 b,K2-126,Gaia DR2 3606785098479012864,1,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,,,,
K2-127 b,K2-127,Gaia DR2 3613472293839371136,1,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,,,,
K2-128 b,K2-128,Gaia DR2 3618386664139093504,1,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,,,,
K2-129 b,K2-129,Gaia DR2 6769308026926349056,1,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,,,,
K2-13 b,K2-13,Gaia DR2 3811032513054107648,1,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,,,,
K2-130 b,K2-130,Gaia DR2 4083382672829717504,1,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,,,,
K2-131 b,K2-131,Gaia DR2 3580920878437938688,1,0.36931000,0.00001000,-0.00001000,0,0.009500,0.000000,0.000000,0,,,,
K2-132 b,K2-132,Gaia DR2 3582339626395387264,1,9.17510000,0.00230000,-0.00270000,0,,,,,155.73670,19.06980,-19.06980,0
K2-133 b,K2-133,Gaia DR2 148080473682357376,1,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,,,,
K2-133 c,K2-133,Gaia DR2 148080473682357376,1,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,,,,
K2-133 d,K2-133,Gaia DR2 148080473682357376,1,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,,,,
K2-133 e,K2-133,Gaia DR2 148080473682357376,1,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,,,,
K2-136 b,K2-136,Gaia DR2 145916050683920128,1,7.97529200,0.00083300,-0.00077000,0,,,,,,,,
K2-136 c,K2-136,Gaia DR2 145916050683920128,1,17.30713700,0.00025200,-0.00028400,0,,,,,,,,
K2-136 d,K2-136,Gaia DR2 145916050683920128,1,25.57506500,0.00241800,-0.00235700,0,,,,,,,,
K2-137 b,K2-137,Gaia DR2 3583729340372873344,1,0.17971500,0.00000100,-0.00000100,0,0.005800,0.000600,-0.000600,0,158.91500,,,1
K2-138 b,K2-138,Gaia DR2 2413596935442139520,1,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,3.10000,1.05000,-1.05000,0
K2-138 c,K2-138,Gaia DR2 2413596935442139520,1,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,6.31000,1.13000,-1.23000,0
K2-138 d,K2-138,Gaia DR2 2413596935442139520,1,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,7.92000,1.39000,-1.35000,0
K2-138 e,K2-138,Gaia DR2 2413596935442139520,1,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,12.97000,1.98000,-1.99000,0
K2-138 f,K2-138,Gaia DR2 2413596935442139520,1,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,1.63000,2.12000,-1.18000,0
K2-138 g,K2-138,Gaia DR2 2413596935442139520,1,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,4.32000,5.26000,-3.03000,0
K2-139 b,K2-139,Gaia DR2 4084602654011029376,1,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,,,,
K2-14 b,K2-14,Gaia DR2 3892632287473304064,1,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,,,,
K2-140 b,K2-140,Gaia DR2 3579426053724051584,1,6.56918000,0.00004000,-0.00004000,0,0.068700,0.000500,-0.000500,0,,,,
K2-141 b,K2-141,Gaia DR2 2643952940813536768,1,0.28032440,0.00000150,-0.00000150,0,,,,,5.08000,0.41000,-0.41000,0
K2-141 c,K2-141,Gaia DR2 2643952940813536768,1,7.74850000,0.00022000,-0.00022000,0,,,,,7.40000,,,1
K2-146 b,K2-146,Gaia DR2 661192902209491456,1,2.64460000,0.00006000,-0.00006000,0,,,,,5.77000,0.18000,-0.18000,0
K2-146 c,K2-146,Gaia DR2 661192902209491456,1,4.00498000,0.00011000,-0.00011000,0,,,,,7.49000,0.24000,-0.24000,0
K2-147 b,K2-147,Gaia DR2 6764974194470777600,1,0.96191700,0.00002600,-0.00002600,0,0.015900,0.000500,-0.000500,0,,,,
K2-148 b,K2-148,Gaia DR2 2536443724641751808,1,4.38395000,0.00080000,-0.00080000,0,0.045400,0.001400,-0.001400,0,,,,
K2-148 c,K2-148,Gaia DR2 2536443724641751808,1,6.92260000,0.00070000,-0.00070000,0,0.061600,0.001900,-0.001900,0,,,,
K2-148 d,K2-148,Gaia DR2 2536443724641751808,1,9.75790000,0.00100000,-0.00100000,0,0.077400,0.002400,-0.002400,0,,,,
K2-149 b,K2-149,Gaia DR2 2557342829345854208,1,11.33200000,0.00130000,-0.00130000,0,0.083000,0.002700,-0.002700,0,,,,
K2-15 b,K2-15,Gaia DR2 3896271842760486272,1,11.81040000,0.00204000,-0.00204000,0,0.091000,0.001800,-0.001800,0,,,,
K2-150 b,K2-150,Gaia DR2 2579495171146737280,1,10.59357000,0.00084000,-0.00084000,0,0.072700,0.002700,-0.002700,0,,,,
K2-151 b,K2-151,Gaia DR2 2579620343673729408,1,3.83547600,0.00026600,-0.00025600,0,0.037300,0.000200,-0.000200,0,,,,
K2-152 b,K2-152,Gaia DR2 3596508242468505216,1,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,,,,
K2-153 b,K2-153,Gaia DR2 3700937760929835648,1,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,,,,
K2-154 b,K2-154,Gaia DR2 3683121446312149504,1,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,
K2-154 c,K2-154,Gaia DR2 3683121446312149504,1,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,
K2-155 b,K2-155,Gaia DR2 145333927996558976,1,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,,,,
K2-155 c,K2-155,Gaia DR2 145333927996558976,1,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,,,,
K2-155 d,K2-155,Gaia DR2 145333927996558976,1,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,,,,
K2-156 b,K2-156,Gaia DR2 3596250888028092160,1,0.81314000,0.00007000,-0.00008000,0,0.014900,0.000100,-0.000100,0,,,,
K2-157 b,K2-157,Gaia DR2 3596333042162818304,1,0.36525700,0.00002900,-0.00002900,0,,,,,,,,
K2-158 b,K2-158,Gaia DR2 3596003497911958528,1,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,,,,
K2-158 c,K2-158,Gaia DR2 3596003497911958528,1,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,,,,
K2-159 b,K2-159,Gaia DR2 3600851450836925312,1,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,
K2-16 b,K2-16,Gaia DR2 3897048338487064064,1,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,,,,
K2-16 c,K2-16,Gaia DR2 3897048338487064064,1,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,,,,
K2-160 b,K2-160,Gaia DR2 3598004677793811584,1,3.70587100,0.00007400,-0.00007600,0,,,,,,,,
K2-161 b,K2-161,Gaia DR2 3598019894861833856,1,9.28318800,0.00205200,-0.00230000,0,,,,,,,,
K2-162 b,K2-162,Gaia DR2 3694878833385971840,1,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,,,,
K2-163 b,K2-163,Gaia DR2 3697972721667206144,1,6.67311700,0.00031600,-0.00030300,0,,,,,,,,
K2-164 b,K2-164,Gaia DR2 3797456808626205696,1,17.35506600,0.00409700,-0.00380800,0,,,,,,,,
K2-165 b,K2-165,Gaia DR2 3700016198387202304,1,2.35499200,0.00024600,-0.00026100,0,,,,,,,,
K2-165 c,K2-165,Gaia DR2 3700016198387202304,1,4.38274500,0.00051400,-0.00053600,0,,,,,,,,
K2-165 d,K2-165,Gaia DR2 3700016198387202304,1,14.10136100,0.00114600,-0.00106500,0,,,,,,,,
K2-166 b,K2-166,Gaia DR2 3701015375282968064,1,8.52695000,0.00362000,-0.00370000,0,0.085800,0.001000,-0.000900,0,,,,
K2-167 b,K2-167,Gaia DR2 2594479109451475456,1,9.97748100,0.00103900,-0.00100700,0,,,,,,,,
K2-168 b,K2-168,Gaia DR2 6826271727199243264,1,15.85230000,0.00250000,-0.00120000,0,,,,,,,,
K2-169 b,K2-169,Gaia DR2 2599322178998513664,1,6.38080300,0.00077800,-0.00069900,0,,,,,,,,
K2-17 b,K2-17,Gaia DR2 3899064464855774592,1,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,,,,
K2-170 b,K2-170,Gaia DR2 2599451994385832448,1,7.57654400,0.00184100,-0.00169000,0,,,,,,,,
K2-170 c,K2-170,Gaia DR2 2599451994385832448,1,12.40004700,0.00173500,-0.00188300,0,,,,,,,,
K2-171 b,K2-171,Gaia DR2 2612301329648852224,1,5.62846600,0.00173100,-0.00151900,0,,,,,,,,
K2-172 b,K2-172,Gaia DR2 2602237602799035008,1,14.31694100,0.00144500,-0.00141100,0,,,,,,,,
K2-172 c,K2-172,Gaia DR2 2602237602799035008,1,29.62682000,0.00155500,-0.00160700,0,,,,,,,,
K2-173 b,K2-173,Gaia DR2 39404267653786624,1,5.86869900,0.00044600,-0.00040800,0,,,,,,,,
K2-174 b,K2-174,Gaia DR2 46217666333148416,1,19.56230700,0.00007800,-0.00007600,0,0.126000,0.001000,-0.001000,0,,,,
K2-175 b,K2-175,Gaia DR2 55077599749605504,1,9.52598800,0.00124100,-0.00128000,0,,,,,,,,
K2-176 b,K2-176,Gaia DR2 49842515651843200,1,5.32943900,0.00061000,-0.00070900,0,,,,,,,,
K2-177 b,K2-177,Gaia DR2 63416845689590400,1,14.15518500,0.00315000,-0.00296500,0,,,,,,,,
K2-178 b,K2-178,Gaia DR2 61624573016925824,1,8.74781800,0.00036300,-0.00035800,0,,,,,,,,
K2-179 b,K2-179,Gaia DR2 65797082206292224,1,5.17219100,0.00020100,-0.00020200,0,,,,,,,,
K2-18 b,K2-18,Gaia DR2 3910747531814692736,1,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,8.92000,1.70000,-1.60000,0
K2-18 c,K2-18,Gaia DR2 3910747531814692736,1,8.96200000,0.00800000,-0.00800000,0,0.060000,0.003000,-0.003000,0,7.51000,1.33000,-1.33000,0
K2-180 b,K2-180,Gaia DR2 600750922666388992,1,8.86720900,0.00106800,-0.00101600,0,0.075300,0.001000,-0.001000,0,,,,
K2-181 b,K2-181,Gaia DR2 600874445926411264,1,6.89425600,0.00070400,-0.00072200,0,0.070600,0.001000,-0.001000,0,,,,
K2-182 b,K2-182,Gaia DR2 601480723509077632,1,4.73683700,0.00007900,-0.00008100,0,0.052900,0.000300,-0.000300,0,,,,
K2-183 b,K2-183,Gaia DR2 652007410271734912,1,0.46926900,0.00002600,-0.00002400,0,,,,,,,,
K2-183 c,K2-183,Gaia DR2 652007410271734912,1,10.79263500,0.00117500,-0.00105400,0,0.093200,0.001200,-0.001200,0,,,,
K2-183 d,K2-183,Gaia DR2 652007410271734912,1,22.63196400,0.00437100,-0.00309400,0,0.152700,0.002000,-0.002000,0,,,,
K2-184 b,K2-184,Gaia DR2 651522834880015872,1,16.99573100,0.00128800,-0.00129000,0,0.122900,0.000900,-0.000900,0,,,,
K2-185 b,K2-185,Gaia DR2 609508120464763264,1,10.61664600,0.00163200,-0.00180100,0,,,,,,,,
K2-186 b,K2-186,Gaia DR2 612404474610535936,1,41.47421900,0.00328800,-0.00431600,0,,,,,,,,
K2-187 b,K2-187,Gaia DR2 689268759823937280,1,0.77392000,0.00009500,-0.00009200,0,0.016400,0.000200,-0.000200,0,,,,
K2-187 c,K2-187,Gaia DR2 689268759823937280,1,2.87204200,0.00042400,-0.00042000,0,0.039200,0.000500,-0.000500,0,,,,
K2-187 d,K2-187,Gaia DR2 689268759823937280,1,7.14921000,0.00077600,-0.00078800,0,0.072000,0.000900,-0.000900,0,,,,
K2-187 e,K2-187,Gaia DR2 689268759823937280,1,13.60987800,0.00347800,-0.00278600,0,0.110600,0.001300,-0.001300,0,,,,
K2-188 b,K2-188,Gaia DR2 666195851913506816,1,1.74216900,0.00045700,-0.00036500,0,0.028900,0.000300,-0.000300,0,,,,
K2-188 c,K2-188,Gaia DR2 666195851913506816,1,7.81025300,0.00084600,-0.00084400,0,0.078500,0.000800,-0.000800,0,,,,
K2-189 b,K2-189,Gaia DR2 3606343094804432128,1,2.58830900,0.00022100,-0.00020700,0,0.036100,0.000400,-0.000400,0,,,,
K2-189 c,K2-189,Gaia DR2 3606343094804432128,1,6.67919500,0.00038300,-0.00039000,0,0.068000,0.000700,-0.000700,0,,,,
K2-19 b,K2-19,Gaia DR2 3798833775141351552,1,7.91940000,0.00005000,-0.00005000,0,0.074000,0.001200,-0.001200,0,,,,
K2-19 c,K2-19,Gaia DR2 3798833775141351552,1,11.90715000,0.00150000,-0.00150000,0,0.097100,0.001600,-0.001600,0,,,,
K2-19 d,K2-19,Gaia DR2 3798833775141351552,1,2.50856000,0.00041000,-0.00041000,0,0.034400,0.000600,-0.000600,0,,,,
K2-190 b,K2-190,Gaia DR2 3607243530404017280,1,10.09885800,0.00061900,-0.00064300,0,,,,,,,,
K2-190 c,K2-190,Gaia DR2 3607243530404017280,1,21.57402300,0.00573000,-0.00430200,0,,,,,,,,
K2-191 b,K2-191,Gaia DR2 3610048418926172032,1,2.85864600,0.00017200,-0.00017600,0,,,,,,,,
K2-192 b,K2-192,Gaia DR2 3613467311677116160,1,4.16281700,0.00043200,-0.00044700,0,0.049000,0.000300,-0.000300,0,,,,
K2-193 b,K2-193,Gaia DR2 3616526878875985536,1,14.78688900,0.00080300,-0.00081000,0,0.118400,0.002000,-0.002100,0,,,,
K2-194 b,K2-194,Gaia DR2 3618361345307363584,1,39.72138600,0.00570400,-0.00555500,0,,,,,,,,
K2-195 b,K2-195,Gaia DR2 3624969886932157568,1,15.85297500,0.00120100,-0.00116800,0,0.120800,0.001600,-0.001700,0,,,,
K2-195 c,K2-195,Gaia DR2 3624969886932157568,1,28.48278600,0.00643900,-0.00731000,0,,,,,,,,
K2-196 b,K2-196,Gaia DR2 3625009164407557760,1,48.32422200,0.00845700,-0.00871600,0,,,,,,,,
K2-197 b,K2-197,Gaia DR2 3630460126445437440,1,8.35788100,0.00071000,-0.00068600,0,0.080600,0.000600,-0.000700,0,,,,
K2-198 b,K2-198,Gaia DR2 3628687065162340224,1,17.04286830,0.00000710,-0.00000350,0,,,,,,,,
K2-198 c,K2-198,Gaia DR2 3628687065162340224,1,3.35960550,0.00000400,-0.00000210,0,,,,,,,,
K2-198 d,K2-198,Gaia DR2 3628687065162340224,1,7.45001770,0.00000520,-0.00000260,0,,,,,,,,
K2-199 b,K2-199,Gaia DR2 3620501712193719296,1,3.22533800,0.00019500,-0.00019800,0,0.038500,0.000300,-0.000300,0,,,,
K2-199 c,K2-199,Gaia DR2 3620501712193719296,1,7.37469400,0.00030600,-0.00029100,0,0.066800,0.000500,-0.000500,0,,,,
K2-200 b,K2-200,Gaia DR2 3635174042031610496,1,2.84988300,0.00018800,-0.00018000,0,,,,,,,,
K2-201 b,K2-201,Gaia DR2 6771370981322320128,1,1.05979000,0.00004300,-0.00004400,0,,,,,,,,
K2-201 c,K2-201,Gaia DR2 6771370981322320128,1,22.77987800,0.00195700,-0.00194700,0,,,,,,,,
K2-202 b,K2-202,Gaia DR2 4078733014274957184,1,3.40516400,0.00012600,-0.00012100,0,,,,,,,,
K2-203 b,K2-203,Gaia DR2 2535901287452166400,1,9.69510100,0.00128500,-0.00133400,0,,,,,,,,
K2-204 b,K2-204,Gaia DR2 2533185974768028032,1,7.05578400,0.00065000,-0.00064100,0,,,,,,,,
K2-205 b,K2-205,Gaia DR2 2536584771367726336,1,26.67226300,0.00416000,-0.00367600,0,,,,,,,,
K2-206 b,K2-206,Gaia DR2 2549096011101118080,1,18.29454900,0.00172800,-0.00159900,0,,,,,,,,
K2-207 b,K2-207,Gaia DR2 2549087623029238400,1,12.48749000,0.00120800,-0.00116200,0,,,,,,,,
K2-208 b,K2-208,Gaia DR2 2534388703049641472,1,4.19094800,0.00023000,-0.00024800,0,,,,,,,,
K2-209 b,K2-209,Gaia DR2 2537467988442521600,1,2.08061500,0.00013400,-0.00013000,0,,,,,,,,
K2-21 b,K2-21,Gaia DR2 2596888100773300224,1,9.32503800,0.00037900,-0.00040300,0,0.076000,0.002000,-0.003000,0,,,,
K2-21 c,K2-21,Gaia DR2 2596888100773300224,1,15.50192000,0.00091800,-0.00092800,0,0.107000,0.003000,-0.004000,0,,,,
K2-210 b,K2-210,Gaia DR2 2538051863476537984,1,0.57023300,0.00002800,-0.00002800,0,,,,,,,,
K2-211 b,K2-211,Gaia DR2 2559203924574351616,1,0.66955800,0.00003200,-0.00003200,0,,,,,,,,
K2-212 b,K2-212,Gaia DR2 2538824923230146560,1,9.79551000,0.00031600,-0.00031900,0,0.078500,0.000600,-0.000600,0,,,,
K2-213 b,K2-213,Gaia DR2 2551651031310145024,1,8.13087000,0.00177100,-0.00179900,0,,,,,,,,
K2-214 b,K2-214,Gaia DR2 2551946391916754176,1,8.59680200,0.00100600,-0.00084700,0,0.083400,0.000900,-0.000900,0,,,,
K2-215 b,K2-215,Gaia DR2 2564621115285038208,1,8.26964800,0.00046700,-0.00045600,0,,,,,,,,
K2-216 b,K2-216,Gaia DR2 2556231154370582400,1,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,8.00000,1.60000,-1.60000,0
K2-217 b,K2-217,Gaia DR2 2556248536102683008,1,14.07452400,0.00099400,-0.00093800,0,,,,,,,,
K2-218 b,K2-218,Gaia DR2 2556472119215785728,1,8.67988500,0.00041700,-0.00043000,0,,,,,,,,
K2-219 b,K2-219,Gaia DR2 2581741400387500544,1,3.90128700,0.00066000,-0.00067700,0,,,,,,,,
K2-219 c,K2-219,Gaia DR2 2581741400387500544,1,6.66767000,0.00128300,-0.00156900,0,,,,,,,,
K2-219 d,K2-219,Gaia DR2 2581741400387500544,1,11.13727800,0.00080800,-0.00078600,0,,,,,,,,
K2-22 b,K2-22,Gaia DR2 3811002791880297600,1,0.38107800,0.00000100,-0.00000100,0,0.008800,0.000800,-0.000800,0,444.96200,,,1
K2-220 b,K2-220,Gaia DR2 2581918597853527424,1,13.68325600,0.00105000,-0.00110000,0,0.110400,0.001400,-0.001500,0,,,,
K2-221 b,K2-221,Gaia DR2 2582898606311167872,1,2.39909400,0.00012500,-0.00011800,0,,,,,,,,
